id,state,rto,maker,count,car_brand_match
21096,Bihar,MUNGER,DELTA AUTOCORP LTD,8,
21099,Bihar,MUNGER,DILLI ELECTRIC AUTO PVT LTD,11,
21111,Bihar,MUNGER,FORCE MOTORS LIMITED,30,
21114,Bihar,MUNGER,GANGA ENTERPRISES,5,
21117,Bihar,MUNGER,GOENKA ELECTRIC MOTOR VEHICLES PVT LTD,55,
21129,Bihar,MUNGER,HOTAGE INDIA,13,
21130,Bihar,MUNGER,HYUNDAI MOTOR INDIA LTD,460,Hyundai
21150,Bihar,MUNGER,LOHIA AUTO INDUSTRIES LTD.,69,
21152,Bihar,MUNGER,MAC AUTO INDIA,17,
21154,Bihar,MUNGER,MAHINDRA GUJARAT TRACTOR LIMITED,6,Mahindra
21156,Bihar,MUNGER,MAHINDRA & MAHINDRA LIMITED,3760,Mahindra
21157,Bihar,MUNGER,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),1837,Mahindra
21158,Bihar,MUNGER,MAHINDRA & MAHINDRA LIMITED (TRACTOR),145,Mahindra
21161,Bihar,MUNGER,MANISH EV INTERNATIONAL PRIVATE LIMITED,3,
21168,Bihar,MUNGER,NISSAN MOTOR INDIA PVT LTD,6,Nissan
21174,Bihar,MUNGER,PIAGGIO VEHICLES PVT LTD,1149,
21187,Bihar,MUNGER,SKS TRADE INDIA PVT LTD,19,
21189,Bihar,MUNGER,SML MAHINDRA LTD,8,Mahindra
21200,Bihar,MUNGER,TATA MOTORS LTD,2545,Tata
21202,Bihar,MUNGER,TATA PASSENGER ELECTRIC MOBILITY LTD,13,Tata
21204,Bihar,MUNGER,TERRA MOTORS INDIA PVT LTD,56,
21206,Bihar,MUNGER,TOP TEAM MACHINES PVT LTD,645,
21211,Bihar,MUNGER,VANI ELECTRIC VEHICLES PVT LTD,233,
21212,Bihar,MUNGER,VE COMMERCIAL VEHICLES LTD,30,
21220,Bihar,MUZAFFARPUR,3GB TECHNOLOGY PVT LTD,8,
21226,Bihar,MUZAFFARPUR,AAHANA COMMERCE PVT LTD,4,
21233,Bihar,MUZAFFARPUR,AGRO INDUSTRIES,463,
21235,Bihar,MUZAFFARPUR,AJAX ENGINEERING LTD,23,
21237,Bihar,MUZAFFARPUR,AKASH TRAILOR,11,
21238,Bihar,MUZAFFARPUR,AKG INTERNATIONAL,57,
21246,Bihar,MUZAFFARPUR,ANAND AUTOMOBILES,15,
21250,Bihar,MUZAFFARPUR,API MOTORS PVT LTD,123,
21254,Bihar,MUZAFFARPUR,ASHMA-MOTORS PVT LTD,45,
21260,Bihar,MUZAFFARPUR,A.V.AUTOMOTIVES PVT LTD,12,
21263,Bihar,MUZAFFARPUR,AZAD HIND ENGINEERING WORKS,8,
21266,Bihar,MUZAFFARPUR,BAILI MOTOR (IMPORTER:A B MOTOSS EV PVT LTD),5,
21268,Bihar,MUZAFFARPUR,BAJAJ TEMPO LIMITED,26,
21279,Bihar,MUZAFFARPUR,BMW INDIA PVT LTD,22,BMW
21287,Bihar,MUZAFFARPUR,CLASSIC LEGENDS PVT LTD,867,
21291,Bihar,MUZAFFARPUR,DEEPAK ENGINEERING,19,
21292,Bihar,MUZAFFARPUR,DELTA AUTOCORP LTD,38,
21293,Bihar,MUZAFFARPUR,DILLI ELECTRIC AUTO PVT LTD,561,
21300,Bihar,MUZAFFARPUR,ECO SMART VEHICLES PVT LTD,82,
21305,Bihar,MUZAFFARPUR,ENABLING E-VEHICLE PVT LTD,46,
21306,Bihar,MUZAFFARPUR,ENERGY ELECTRIC VEHICLES,72,
21311,Bihar,MUZAFFARPUR,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),31,
21313,Bihar,MUZAFFARPUR,EULER MOTORS PVT LTD,15,
21314,Bihar,MUZAFFARPUR,EVBHARAT RANGE PRIVATE LIMITED,5,
21319,Bihar,MUZAFFARPUR,FORCE MOTORS LIMITED,350,
21322,Bihar,MUZAFFARPUR,GAURI AUTO INDIA PVT. LTD,4,
21330,Bihar,MUZAFFARPUR,GRD MOTORS,18,
21336,Bihar,MUZAFFARPUR,H-D MOTOR COMPANY INDIA PVT LTD,3,
21352,Bihar,MUZAFFARPUR,INDO FARM EQUIPMENT LIMITED,60,
21353,Bihar,MUZAFFARPUR,INS AUTOMOBILES PVT LTD,7,
21357,Bihar,MUZAFFARPUR,ISUZU MOTORS INDIA PVT LTD,4,Isuzu
21363,Bihar,MUZAFFARPUR,JCB INDIA LIMITED,493,
21368,Bihar,MUZAFFARPUR,J. S. AUTO (P) LTD,293,
21370,Bihar,MUZAFFARPUR,JSW MG MOTOR INDIA PVT LTD,157,MG
21371,Bihar,MUZAFFARPUR,KALINGA VENTURES INDIA PVT LTD,3,
21372,Bihar,MUZAFFARPUR,KANDA MOTORS PVT LTD,24,
21387,Bihar,MUZAFFARPUR,KURUKSHETRA AUTOMOBILES (P) LTD.,840,
21388,Bihar,MUZAFFARPUR,LAKSHYA MOTORS,3,
21395,Bihar,MUZAFFARPUR,L & T CASE EQUIPMENT PVT LTD,12,
21398,Bihar,MUZAFFARPUR,MAHINDRA ELECTRIC AUTOMOBILE LTD,13,Mahindra
21426,Bihar,MUZAFFARPUR,OLA ELECTRIC TECHNOLOGIES PVT LTD,1743,
21429,Bihar,MUZAFFARPUR,OM INDUSTRIES,115,
21431,Bihar,MUZAFFARPUR,OPG Mobility and Power Pvt Ltd,201,
21443,Bihar,MUZAFFARPUR,PUR ENERGY PVT LTD,115,
21444,Bihar,MUZAFFARPUR,PYTHOX MOTORS PVT LTD,104,
21446,Bihar,MUZAFFARPUR,RAHUL AGRO EXPORTS PVT LTD,3,
21452,Bihar,MUZAFFARPUR,REPUBLIC MOTORS,13,
21461,Bihar,MUZAFFARPUR,SANDHYA ENGG. WORKS,70,
21462,Bihar,MUZAFFARPUR,SANGAM ENGG. WORKS,13,
21468,Bihar,MUZAFFARPUR,SHAKTTI CONSTRUCTIONS EQUIPMENT PVT LTD,7,
21469,Bihar,MUZAFFARPUR,SHARMA ENGG.,4,
21475,Bihar,MUZAFFARPUR,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,284,Volkswagen
21476,Bihar,MUZAFFARPUR,SKS TRADE INDIA PVT LTD,439,
21480,Bihar,MUZAFFARPUR,SOORAJ AUTOMOBILES LTD.,4,
21483,Bihar,MUZAFFARPUR,S.R.ENTERPRISES,8,
21486,Bihar,MUZAFFARPUR,STELLANTIS AUTOMOBILES INDIA PVT LTD,6,
21488,Bihar,MUZAFFARPUR,STRENGTH AUTOELECTRIC PVT LTD,8,
21493,Bihar,MUZAFFARPUR,SURYA INTERNATIONAL,25,
21496,Bihar,MUZAFFARPUR,TATA HITACHI CONSTRUCTION MACHINERY COMP. PVT LTD,31,Tata
8004,Andhra Pradesh,RTA MACHILIPATNAM,MAHINDRA TWO WHEELERS LTD,298,Mahindra
8007,Andhra Pradesh,RTA MACHILIPATNAM,MARUTI TRAILERS,3,Maruti
8010,Andhra Pradesh,RTA MACHILIPATNAM,MEW ELECTRICALS LIMITED,3,
8011,Andhra Pradesh,RTA MACHILIPATNAM,MIRYALAGUDA ENG WORKS,3,
8016,Andhra Pradesh,RTA MACHILIPATNAM,MODERN WELDINGS WORKS,14,
8023,Andhra Pradesh,RTA MACHILIPATNAM,NAGAMANIKANTA AGRO INDUSTRIES AP021V0002,5,
8024,Andhra Pradesh,RTA MACHILIPATNAM,NEW MALLIKARJUNA ENG WORKS,3,
8026,Andhra Pradesh,RTA MACHILIPATNAM,NISSAN MOTOR INDIA PVT LTD,148,Nissan
8032,Andhra Pradesh,RTA MACHILIPATNAM,OTHERS,36084,
8038,Andhra Pradesh,RTA MACHILIPATNAM,PUNJAB TRACTORS LIMITED,38,
8045,Andhra Pradesh,RTA MACHILIPATNAM,REVOLT INTELLICORP PVT LTD,5,
8048,Andhra Pradesh,RTA MACHILIPATNAM,R R ENGINEERING WORKS,8,
8056,Andhra Pradesh,RTA MACHILIPATNAM,SHRI KUMAR TRAILERS EQUIPMENTS,6,
8060,Andhra Pradesh,RTA MACHILIPATNAM,SHRI SAI ENGG WORKS,17,
8063,Andhra Pradesh,RTA MACHILIPATNAM,SHRI SHRINIVASA ENG WORKS,19,
8070,Andhra Pradesh,RTA MACHILIPATNAM,SHRI VIJAYALAKSHMI INDUSTRIES,3,
8071,Andhra Pradesh,RTA MACHILIPATNAM,SIMPLEENERGY PVT LTD,15,
8072,Andhra Pradesh,RTA MACHILIPATNAM,SITARAM ENGG. WORKS,4,
8074,Andhra Pradesh,RTA MACHILIPATNAM,SKODA AUTO INDIA PVT LTD,93,Skoda
8084,Andhra Pradesh,RTA MACHILIPATNAM,SURESH AGRO PROODUCTS AP105381068,8,
8085,Andhra Pradesh,RTA MACHILIPATNAM,SURYA AGRO INDUSTRIES,40,
8105,Andhra Pradesh,RTA MACHILIPATNAM,WUXI TENGHUI (IMPORTER: RADHA MOBILITIES LLP),3,
8144,Andhra Pradesh,RTO KADIRI,M/S SRI LAKSHMI VENKATESWARA ENGG WORKS AP29070732,5,
8146,Andhra Pradesh,RTO KADIRI,OLA ELECTRIC TECHNOLOGIES PVT LTD,39,
8152,Andhra Pradesh,RTO KADIRI,RIVER MOBILITY PVT LTD,8,
8164,Andhra Pradesh,RTO KADIRI,TVS MOTOR COMPANY LTD,2332,
8169,Andhra Pradesh,RTO MADANAPALLE,AJAX FIORI ENGINEERING PVT LTD,5,
8171,Andhra Pradesh,RTO MADANAPALLE,AMPERE VEHICLES PRIVATE LIMITED,66,
8172,Andhra Pradesh,RTO MADANAPALLE,AMR TRAILERS,3,
8173,Andhra Pradesh,RTO MADANAPALLE,AMW MOTORS LIMITED,3,
8177,Andhra Pradesh,RTO MADANAPALLE,ATUL AUTO LTD,22,
8178,Andhra Pradesh,RTO MADANAPALLE,AUDI AG,6,Audi
8182,Andhra Pradesh,RTO MADANAPALLE,BMW INDIA PVT LTD,18,BMW
8185,Andhra Pradesh,RTO MADANAPALLE,CLASSIC LEGENDS PVT LTD,44,
8188,Andhra Pradesh,RTO MADANAPALLE,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,48,
8189,Andhra Pradesh,RTO MADANAPALLE,DILLI ELECTRIC AUTO PVT LTD,5,
8190,Andhra Pradesh,RTO MADANAPALLE,DSK MOTOWHEELS PVT LTD.,5,
8192,Andhra Pradesh,RTO MADANAPALLE,DURGA ENGINEERING WORKS,6,
8215,Andhra Pradesh,RTO MADANAPALLE,INTERNATIONAL TRACTORS LIMITED,323,
8223,Andhra Pradesh,RTO MADANAPALLE,JSW MG MOTOR INDIA PVT LTD,39,MG
8224,Andhra Pradesh,RTO MADANAPALLE,JYOTI ENGINEERING WORKS,4,
8246,Andhra Pradesh,RTO MADANAPALLE,MARUTI SUZUKI INDIA LTD,4283,Maruti
8247,Andhra Pradesh,RTO MADANAPALLE,MARUTI TRAILERS,26,Maruti
8252,Andhra Pradesh,RTO MADANAPALLE,MODERN INDUSTRIES,4,
8255,Andhra Pradesh,RTO MADANAPALLE,NEW MALLIKARJUNA ENG WORKS,13,
8256,Andhra Pradesh,RTO MADANAPALLE,NISSAN MOTOR INDIA PVT LTD,80,Nissan
8262,Andhra Pradesh,RTO MADANAPALLE,PIAGGIO VEHICLES PVT LTD,3605,
8264,Andhra Pradesh,RTO MADANAPALLE,PRAKASH ENGINEERING WORKS,90,
8271,Andhra Pradesh,RTO MADANAPALLE,RIVER MOBILITY PVT LTD,13,
8272,Andhra Pradesh,RTO MADANAPALLE,ROYAL-ENFIELD (UNIT OF EICHER LTD),2296,
8273,Andhra Pradesh,RTO MADANAPALLE,R R ENGINEERING WORKS,3,
8274,Andhra Pradesh,RTO MADANAPALLE,SAME DEUTZ - FAHR INDIA (P) LTD.,3,
8277,Andhra Pradesh,RTO MADANAPALLE,SHRI BALAJI AGRO INDUSTRIES,53,
8278,Andhra Pradesh,RTO MADANAPALLE,SHRI KUMAR TRAILERS EQUIPMENTS,29,
8279,Andhra Pradesh,RTO MADANAPALLE,SHRI LAXMI ENGINEERING WORKS,1422,
8282,Andhra Pradesh,RTO MADANAPALLE,SHRI SHRINIVASA AGRO INDUSTRIES,5,
8301,Andhra Pradesh,RTO MADANAPALLE,TI CLEAN MOBILITY PVT LTD,21,
8302,Andhra Pradesh,RTO MADANAPALLE,TOYOTA KIRLOSKAR MOTOR PVT LTD,2405,Toyota
8307,Andhra Pradesh,RTO MADANAPALLE,VOLKSWAGEN INDIA PVT LTD,146,Volkswagen
8320,Andhra Pradesh,Salur MVI Office,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),3,Mahindra
8328,Andhra Pradesh,Salur MVI Office,TATA MOTORS PASSENGER VEHICLES LTD,7,Tata
8333,Andhra Pradesh,Srikakulam RTA,AJAX FIORI ENGINEERING PVT LTD,19,
8339,Andhra Pradesh,Srikakulam RTA,ATUL AUTO LTD,501,
8348,Andhra Pradesh,Srikakulam RTA,BENLING INDIA ENERGY AND TECHNOLOGY PVT LTD,5,
8355,Andhra Pradesh,Srikakulam RTA,CAPTAIN TRACTORS PVT. LTD.,16,
8357,Andhra Pradesh,Srikakulam RTA,CATERPILLAR INDIA PRIVATE LIMITED,65,
8361,Andhra Pradesh,Srikakulam RTA,DAEWOO MOTORS INDIA LTD,15,
8362,Andhra Pradesh,Srikakulam RTA,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,183,
8368,Andhra Pradesh,Srikakulam RTA,EICHER TRACTORS,1274,
8379,Andhra Pradesh,Srikakulam RTA,GREAVES ELECTRIC MOBILITY LTD,259,
8387,Andhra Pradesh,Srikakulam RTA,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,532,
8391,Andhra Pradesh,Srikakulam RTA,HYUNDAI MOTOR INDIA LTD,4630,Hyundai
8394,Andhra Pradesh,Srikakulam RTA,INDIAN AGRO INDUSTRIES,16,
8396,Andhra Pradesh,Srikakulam RTA,INDO FARM EQUIPMENT LIMITED,32,
8397,Andhra Pradesh,Srikakulam RTA,INGERSOLL RAND INDIA LTD.,6,
8407,Andhra Pradesh,Srikakulam RTA,JSW MG MOTOR INDIA PVT LTD,95,MG
8411,Andhra Pradesh,Srikakulam RTA,KELVINATOR INDIA LTD          ,134,
8412,Andhra Pradesh,Srikakulam RTA,KIA INDIA PRIVATE LIMITED,371,Kia
8418,Andhra Pradesh,Srikakulam RTA,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,135,
8420,Andhra Pradesh,Srikakulam RTA,LAMBRETTA MOTORCYCLES AND SCOOTERS,90,
8425,Andhra Pradesh,Srikakulam RTA,LOCAL TRAILER MANUFACTURER,8,
8426,Andhra Pradesh,Srikakulam RTA,LOHIA AUTO INDUSTRIES,8,
8430,Andhra Pradesh,Srikakulam RTA,MAHALAKSHMI INDUSTRIES,3,
8439,Andhra Pradesh,Srikakulam RTA,MAHINDRA NISSAN ALLWYN LTD.,78,Mahindra
8443,Andhra Pradesh,Srikakulam RTA,MAN TRUCKS INDIA PVT. LTD.,27,
8449,Andhra Pradesh,Srikakulam RTA,MLR MOTORS PVT LTD,25,
8451,Andhra Pradesh,Srikakulam RTA,MODERN INDUSTRIES,9,
8453,Andhra Pradesh,Srikakulam RTA,MONTO MOTORS LTD.,35,
8454,Andhra Pradesh,Srikakulam RTA,MORRIS MOTORS LTD,3,
8456,Andhra Pradesh,Srikakulam RTA,M/S MURALI KARTHIK AGRICULTURAL WORKS AP1913663802,13,
8459,Andhra Pradesh,Srikakulam RTA,M/S SRI SAI SANTOSHIMATHA AGRL IND AP1913663094,56,
8460,Andhra Pradesh,Srikakulam RTA,M/S SRI SIDDHI VINAYAKA ENGINEERING WORKS AP203574,4,
8476,Andhra Pradesh,Srikakulam RTA,PUNJAB TRACTORS LIMITED,2768,
8481,Andhra Pradesh,Srikakulam RTA,RAO INDUSTRIES,15,
8483,Andhra Pradesh,Srikakulam RTA,REVOLT INTELLICORP PVT LTD,22,
8485,Andhra Pradesh,Srikakulam RTA,ROYAL-ENFIELD (UNIT OF EICHER LTD),9708,
8493,Andhra Pradesh,Srikakulam RTA,SHRI MARUTI ENGINEERING WORKS,132,Maruti
8494,Andhra Pradesh,Srikakulam RTA,SHRI RAMA ENGINEERING,4,
8499,Andhra Pradesh,Srikakulam RTA,SHRI SHRINIVASA ENG WORKS,43,
8503,Andhra Pradesh,Srikakulam RTA,SHRI VENKATESHWARA TRAILOR,9,
8506,Andhra Pradesh,Srikakulam RTA,SITARAM ENGG. WORKS,3,
8508,Andhra Pradesh,Srikakulam RTA,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,174,Volkswagen
8514,Andhra Pradesh,Srikakulam RTA,SRI VENKATA DURGA AGRO WORKS AP193671591,5,
8525,Andhra Pradesh,Srikakulam RTA,SUZUKI MOTORCYCLE INDIA PVT LTD,12011,Maruti
8528,Andhra Pradesh,Srikakulam RTA,TARZAN MOTORS,4,
8531,Andhra Pradesh,Srikakulam RTA,TATA MOTORS PASSENGER VEHICLES LTD,1555,Tata
8533,Andhra Pradesh,Srikakulam RTA,TEREX CORPORATION,5,
8536,Andhra Pradesh,Srikakulam RTA,TOYOTA KIRLOSKAR MOTOR PVT LTD,744,Toyota
8541,Andhra Pradesh,Srikakulam RTA,VE COMMERCIAL VEHICLES LTD,570,
8542,Andhra Pradesh,Srikakulam RTA,VENKATESHWARA ENGINEERING WORK,13,
8547,Andhra Pradesh,Srikakulam RTA,VOLKSWAGEN INDIA PVT LTD,113,Volkswagen
8550,Andhra Pradesh,Srikakulam RTA,V.S.T. TILLERS TRACTORS LIMITED,207,
8553,Andhra Pradesh,Srikakulam RTA,WIRTGEN INDIA PVT LTD,7,
8556,Andhra Pradesh,Srikalahasthi MVI Office,BAJAJ AUTO LTD,127,
8557,Andhra Pradesh,Srikalahasthi MVI Office,CNH INDUSTRIAL (INDIA) PVT LTD,3,
8560,Andhra Pradesh,Srikalahasthi MVI Office,FORD INDIA PVT LTD,4,Ford
8566,Andhra Pradesh,Srikalahasthi MVI Office,INTERNATIONAL TRACTORS LIMITED,12,
8571,Andhra Pradesh,Srikalahasthi MVI Office,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),25,Mahindra
8579,Andhra Pradesh,Srikalahasthi MVI Office,TAFE LIMITED,8,
8582,Andhra Pradesh,Srikalahasthi MVI Office,TATA PASSENGER ELECTRIC MOBILITY LTD,3,Tata
8586,Andhra Pradesh,Sullurpet UO,ACTION CONSTRUCTION EQUIPMENT LTD.,20,
8592,Andhra Pradesh,Sullurpet UO,BABAR AGRO INDUSTRIES AP1510243976,5,
8598,Andhra Pradesh,Sullurpet UO,CLASSIC LEGENDS PVT LTD,35,
8604,Andhra Pradesh,Sullurpet UO,ESCORTS KUBOTA LIMITED (CONSTRUCTION EQUIPMENT),5,
8611,Andhra Pradesh,Sullurpet UO,HERO HONDA MOTORS  LTD,1452,Honda
8612,Andhra Pradesh,Sullurpet UO,HERO MOTOCORP LTD,23064,
8613,Andhra Pradesh,Sullurpet UO,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,19,
8616,Andhra Pradesh,Sullurpet UO,HYUNDAI MOTOR INDIA LTD,1219,Hyundai
8620,Andhra Pradesh,Sullurpet UO,ISUZU MOTORS INDIA PVT LTD,5,Isuzu
8621,Andhra Pradesh,Sullurpet UO,JCB INDIA LIMITED,58,
8622,Andhra Pradesh,Sullurpet UO,JCB INDIA LTD,298,
8626,Andhra Pradesh,Sullurpet UO,JSW MG MOTOR INDIA PVT LTD,40,MG
8630,Andhra Pradesh,Sullurpet UO,KUBOTA AGRICULTURAL MACHINERY INDIA PVT.LTD.,4,
8642,Andhra Pradesh,Sullurpet UO,M/S SRI CHENGALAMMA TAILOR WORKS AP1514052990,3,
8654,Andhra Pradesh,Sullurpet UO,RENAULT INDIA PVT LTD,101,Renault
8659,Andhra Pradesh,Sullurpet UO,SHRI LAXMI ENGINEERING WORKS,43,
8669,Andhra Pradesh,Sullurpet UO,TATA MOTORS PASSENGER VEHICLES LTD,278,Tata
8683,Andhra Pradesh,Tadepalli Gudem UO,BATTRE ELECTRIC MOBLITY PVT LTD,3,
8693,Andhra Pradesh,Tadepalli Gudem UO,ESCORTS KUBOTA LIMITED (AGRI MACHINERY GROUP),14,
8698,Andhra Pradesh,Tadepalli Gudem UO,HERO ELECTRIC VEHICLES PVT. LTD,22,
8701,Andhra Pradesh,Tadepalli Gudem UO,HINDUSTAN MOTOR FINANCE CORPORATION LIMITED,29,
8705,Andhra Pradesh,Tadepalli Gudem UO,HYUNDAI MOTOR INDIA LTD,1748,Hyundai
8706,Andhra Pradesh,Tadepalli Gudem UO,INDIA KAWASAKI MOTORS PVT LTD,6,
8711,Andhra Pradesh,Tadepalli Gudem UO,JCB INDIA LIMITED,14,
8726,Andhra Pradesh,Tadepalli Gudem UO,MAHINDRA RENAULT PVT.LTD.,5,Mahindra
8730,Andhra Pradesh,Tadepalli Gudem UO,MERCEDES-BENZ INDIA PVT LTD,7,Mercedes-Benz
8735,Andhra Pradesh,Tadepalli Gudem UO,OTHERS,17669,
8739,Andhra Pradesh,Tadepalli Gudem UO,RENAULT INDIA PVT LTD,165,Renault
8745,Andhra Pradesh,Tadepalli Gudem UO,SKODA AUTO INDIA PVT LTD,38,Skoda
8748,Andhra Pradesh,Tadepalli Gudem UO,STELLANTIS AUTOMOBILES INDIA PVT LTD,6,
8760,Andhra Pradesh,Tadepalli Gudem UO,VINFAST AUTO INDIA PVT LTD,3,
8766,Andhra Pradesh,Tadipatri UO,AMPERE VEHICLES PRIVATE LIMITED,10,
8770,Andhra Pradesh,Tadipatri UO,BAJAJ AUTO LTD,7373,
8773,Andhra Pradesh,Tadipatri UO,BMW INDIA PVT LTD,4,BMW
8774,Andhra Pradesh,Tadipatri UO,BULL MACHINES PVT LTD,5,
8780,Andhra Pradesh,Tadipatri UO,D S P ENGG WORKS BADVEL,5,
8786,Andhra Pradesh,Tadipatri UO,FORD INDIA PVT LTD,161,Ford
8788,Andhra Pradesh,Tadipatri UO,GENERAL MOTORS INDIA PVT LTD,61,
8789,Andhra Pradesh,Tadipatri UO,GREAVES ELECTRIC MOBILITY LTD,12,
8791,Andhra Pradesh,Tadipatri UO,HERO HONDA MOTORS  LTD,2207,Honda
8803,Andhra Pradesh,Tadipatri UO,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),149,
8809,Andhra Pradesh,Tadipatri UO,KINETIC MOTOR COMPANY LIMITED,3,
8819,Andhra Pradesh,Tadipatri UO,MAHINDRA TWO WHEELERS LTD,193,Mahindra
8830,Andhra Pradesh,Tadipatri UO,OTHERS,14343,
8834,Andhra Pradesh,Tadipatri UO,PUNJAB TRACTORS LIMITED,139,
8835,Andhra Pradesh,Tadipatri UO,PUR ENERGY PVT LTD,12,
8838,Andhra Pradesh,Tadipatri UO,RENAULT INDIA PVT LTD,119,Renault
8842,Andhra Pradesh,Tadipatri UO,R.P.ENGINEERING WORKS AP28910533,19,
8845,Andhra Pradesh,Tadipatri UO,SHIV TRAILOR INDUSTRIES,6,
8848,Andhra Pradesh,Tadipatri UO,SHRI MARUTI ENGINEERING WORKS,4,Maruti
8851,Andhra Pradesh,Tadipatri UO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,53,Volkswagen
8852,Andhra Pradesh,Tadipatri UO,STELLANTIS INDIA PVT LTD,29,
8854,Andhra Pradesh,Tadipatri UO,TAFE LIMITED,68,
8857,Andhra Pradesh,Tadipatri UO,TATA PASSENGER ELECTRIC MOBILITY LTD,10,Tata
8864,Andhra Pradesh,Tadipatri UO,V.S.T. TILLERS TRACTORS LIMITED,79,
8869,Andhra Pradesh,Tanuku UO,AJAX FIORI ENGINEERING PVT LTD,6,
8871,Andhra Pradesh,Tanuku UO,AMW MOTORS LIMITED,3,
8873,Andhra Pradesh,Tanuku UO,AUDI AG,7,Audi
8879,Andhra Pradesh,Tanuku UO,BYD INDIA PRIVATE LIMITED,4,
8885,Andhra Pradesh,Tanuku UO,ESCORTS CONSTRUCTION EQUIPMENT LTD,46,
8890,Andhra Pradesh,Tanuku UO,GREAVES ELECTRIC MOBILITY LTD,62,
8896,Andhra Pradesh,Tanuku UO,HONDA CARS INDIA LTD,352,Honda
8900,Andhra Pradesh,Tanuku UO,INDIA YAMAHA MOTOR PVT LTD,5000,
8901,Andhra Pradesh,Tanuku UO,INDO FARM EQUIPMENT LIMITED,3,
8907,Andhra Pradesh,Tanuku UO,JSW MG MOTOR INDIA PVT LTD,50,MG
8908,Andhra Pradesh,Tanuku UO,KIA INDIA PRIVATE LIMITED,191,Kia
8913,Andhra Pradesh,Tanuku UO,LML LIMITED,16,
8914,Andhra Pradesh,Tanuku UO,L & T CASE EQUIPMENT PVT LTD,36,
8919,Andhra Pradesh,Tanuku UO,MAHINDRA RENAULT PVT.LTD.,5,Mahindra
8929,Andhra Pradesh,Tanuku UO,OLA ELECTRIC TECHNOLOGIES PVT LTD,406,
8930,Andhra Pradesh,Tanuku UO,OPG Mobility and Power Pvt Ltd,4,
8934,Andhra Pradesh,Tanuku UO,QUANTUM ENERGY LTD.,5,
8943,Andhra Pradesh,Tanuku UO,SKODA AUTO VOLKSWAGEN INDIA PVT LTD,65,Volkswagen
8948,Andhra Pradesh,Tanuku UO,TAFE LIMITED,19,
8951,Andhra Pradesh,Tanuku UO,TATA MOTORS PASSENGER VEHICLES LTD,358,Tata
8966,Andhra Pradesh,Tekkali MVI Office,HERO MOTOCORP LTD,93,
8967,Andhra Pradesh,Tekkali MVI Office,HONDA CARS INDIA LTD,3,Honda
8976,Andhra Pradesh,Tekkali MVI Office,ROYAL-ENFIELD (UNIT OF EICHER LTD),28,
8980,Andhra Pradesh,Tekkali MVI Office,TATA MOTORS PASSENGER VEHICLES LTD,5,Tata
8988,Andhra Pradesh,TENALI RTA,ATHER ENERGY LTD,176,
8989,Andhra Pradesh,TENALI RTA,ATUL AUTO LTD,80,
8994,Andhra Pradesh,TENALI RTA,BGAUSS AUTO PRIVATE LIMITED,15,
8998,Andhra Pradesh,TENALI RTA,CAPTAIN TRACTORS PVT. LTD.,5,
9003,Andhra Pradesh,TENALI RTA,DAIMLER INDIA COMMERCIAL VEHICLES PVT. LTD,50,
9006,Andhra Pradesh,TENALI RTA,EICHER MOTORS LTD,24,
9008,Andhra Pradesh,TENALI RTA,ESCORTS CONSTRUCTION EQUIPMENT LTD,99,
9014,Andhra Pradesh,TENALI RTA,GENERAL MOTORS INDIA PVT LTD,105,
9020,Andhra Pradesh,TENALI RTA,HERO MOTOCORP LTD,25581,
9034,Andhra Pradesh,TENALI RTA,JOHN DEERE INDIA  PVT LTD(TRACTOR DEVISION),95,
9035,Andhra Pradesh,TENALI RTA,JP INDUSTRIES,18,
9036,Andhra Pradesh,TENALI RTA,JSW MG MOTOR INDIA PVT LTD,81,MG
9038,Andhra Pradesh,TENALI RTA,KINETIC GREEN ENERGY & POWER SOLUTIONS LTD,49,
9050,Andhra Pradesh,TENALI RTA,MAHINDRA & MAHINDRA LIMITED (SWARAJ DIVISION),122,Mahindra
9060,Andhra Pradesh,TENALI RTA,MODERN INDUSTRIES,10,
9066,Andhra Pradesh,TENALI RTA,NISSAN MOTOR INDIA PVT LTD,155,Nissan
9068,Andhra Pradesh,TENALI RTA,OKINAWA AUTOTECH PVT LTD,16,
9069,Andhra Pradesh,TENALI RTA,OLA ELECTRIC TECHNOLOGIES PVT LTD,296,
9074,Andhra Pradesh,TENALI RTA,PIAGGIO VEHICLES PVT LTD,3001,
9077,Andhra Pradesh,TENALI RTA,PUNJAB TRACTORS LIMITED,31,
9091,Andhra Pradesh,TENALI RTA,SHRI SHRINIVASA ENG WORKS,5,
